Order_ID,Gender_Category,Product_Line,Product_Name,Size,Units_Sold,MRP,Discount_Applied,Revenue,Order_Date,Sales_Channel,Region,Profit,Revenue_in Thousands
2593,Men,Lifestyle,Dunk Low,L,0.0,8747.18,0.0,0.0,2025/01/04,Retail,Mumbai,2505.6,0.0
2594,Women,Training,ZoomX Invincible,XL,3.0,7944.34,0.67,7864.9,2024-02-23,Retail,Hyderabad,1534.91,7.8649
2595,Men,Basketball,LeBron 20,XL,0.0,6110.030000000001,0.0,0.0,2024-02-23,Retail,Delhi,420.27,0.0
2030,Men,Soccer,Mercurial Superfly,M,-1.0,6110.030000000001,0.7,0.0,15-03-2025,Online,Pune,-1193.55,0.0
2597,Kids,Running,Air Zoom,Unknown,3.0,3348.83,0.0,0.0,2024/12/05,Online,Bangalore,-540.08,0.0
2598,Women,Training,Metcon 7,8,0.0,9488.84,0.0,0.0,2024/12/06,Retail,Bangalore,3505.24,0.0
2600,Kids,Lifestyle,Air Force 1,M,3.0,6110.030000000001,0.0,0.0,04-11-2024,Online,Pune,803.62,0.0
2601,Women,Soccer,Tiempo Legend,XL,1.0,6110.030000000001,0.0,0.0,27-09-2024,Retail,Delhi,3739.4,0.0
2602,Kids,Running,Free RN,XL,2.0,3518.53,0.0,0.0,17-11-2024,Online,Pune,3494.88,0.0
2603,Women,Running,Air Zoom,L,0.0,6110.030000000001,0.0,0.0,2025-03-18,Online,Hyderabad,-144.08,0.0
2047,Men,Soccer,Phantom GT,Unknown,4.0,6136.45,0.0,0.0,2024-12-17,Online,Kolkata,2790.51,0.0
2605,Kids,Lifestyle,Dunk Low,Unknown,-1.0,7206.45,0.0,0.0,2025-02-01,Online,Bangalore,-228.84,0.0
2606,Women,Lifestyle,Air Force 1,L,0.0,4040.65,0.0,0.0,2025/06/04,Retail,Mumbai,805.92,0.0
2607,Women,Basketball,LeBron 20,Unknown,0.0,6110.030000000001,0.0,0.0,2023-08-31,Online,Kolkata,3522.02,0.0
2609,Kids,Soccer,Premier III,M,0.0,9649.28,0.0,0.0,2025/04/26,Online,Bangalore,2712.88,0.0
2610,Women,Lifestyle,Blazer Mid,M,0.0,8359.07,0.0,0.0,2025-05-06,Online,Bangalore,167.72,0.0
2612,Women,Training,Flex Trainer,M,0.0,6110.030000000001,0.0,0.0,2023-08-10,Retail,Mumbai,507.1,0.0
2614,Women,Running,React Infinity,XL,0.0,2265.0,0.0,0.0,05-08-2024,Retail,Bangalore,2095.44,0.0
2615,Women,Soccer,Phantom GT,XL,3.0,3042.37,0.12,8031.86,24-03-2025,Online,Pune,2105.48,8.03186
2616,Men,Lifestyle,Waffle One,XL,0.0,6110.030000000001,0.2,0.0,2024-06-07,Online,Kolkata,2788.41,0.0
2618,Kids,Lifestyle,Dunk Low,XL,0.0,6110.030000000001,0.0,0.0,2025/06/23,Retail,Pune,3718.11,0.0
2619,Kids,Lifestyle,Waffle One,L,4.0,6110.030000000001,0.65,0.0,2024-01-22,Online,Hyderabad,-300.28,0.0
2621,Kids,Soccer,Phantom GT,L,3.0,6466.57,0.59,7953.88,2024-05-19,Online,Bangalore,-1152.86,7.95388
2622,Kids,Lifestyle,Blazer Mid,M,0.0,8073.58,0.0,0.0,07-04-2025,Online,Pune,-82.31,0.0
2623,Men,Running,Pegasus Turbo,L,0.0,4658.42,0.0,0.0,08-04-2025,Retail,Mumbai,1622.42,0.0
2625,Kids,Training,Flex Trainer,M,-1.0,6815.44,0.0,0.0,2025-02-05,Online,Pune,3874.57,0.0
2626,Men,Running,Air Zoom,7,0.0,5550.99,0.0,0.0,2025/04/21,Retail,Bangalore,-757.9,0.0
2627,Women,Basketball,LeBron 20,7,0.0,6110.030000000001,0.0,0.0,2023-12-31,Online,Delhi,282.13,0.0
2628,Kids,Basketball,Kyrie Flytrap,L,4.0,6110.030000000001,0.44,0.0,29-06-2025,Retail,Pune,-348.88,0.0
2629,Kids,Lifestyle,Waffle One,XL,0.0,6110.030000000001,0.0,0.0,2024/10/23,Retail,Bangalore,1198.75,0.0
2631,Women,Basketball,Zoom Freak,Unknown,0.0,6110.030000000001,0.0,0.0,16-03-2025,Online,Kolkata,2848.46,0.0
2632,Men,Running,Pegasus Turbo,L,-1.0,7504.2,0.99,-75.04,2024-03-10,Online,Pune,2413.42,-0.07504000000000001
2633,Kids,Basketball,Air Jordan,10,0.0,6110.030000000001,0.71,0.0,13-06-2025,Online,Bangalore,3634.35,0.0
2634,Men,Lifestyle,Waffle One,Unknown,0.0,5815.75,0.0,0.0,22-08-2024,Retail,Bangalore,3190.46,0.0
2635,Women,Running,React Infinity,M,0.0,3934.22,0.0,0.0,2024-02-28,Online,Kolkata,430.63,0.0
2637,Kids,Training,SuperRep Go,L,0.0,6110.030000000001,0.0,0.0,20-04-2025,Retail,Hyderabad,3847.48,0.0
2638,Men,Soccer,Premier III,8,1.0,5028.99,0.0,0.0,2024-01-22,Online,Pune,654.11,0.0
2639,Men,Lifestyle,Blazer Mid,XL,0.0,2597.93,0.0,0.0,2025-06-25,Retail,Pune,374.95,0.0
2640,Kids,Training,ZoomX Invincible,9,2.0,7900.02,0.0,0.0,02-08-2024,Online,Bangalore,861.92,0.0
2641,Men,Running,React Infinity,Unknown,0.0,2890.77,0.0,0.0,2024/11/27,Online,Bangalore,1709.06,0.0
2642,Women,Lifestyle,Air Force 1,XL,0.0,6110.030000000001,0.0,0.0,17-05-2025,Retail,Pune,-785.16,0.0
2643,Men,Soccer,Mercurial Superfly,Unknown,0.0,6110.030000000001,0.0,0.0,2025/04/17,Retail,Mumbai,2715.31,0.0
2022,Kids,Training,ZoomX Invincible,L,3.0,6110.030000000001,0.0,0.0,27-11-2024,Retail,Mumbai,689.62,0.0
2646,Men,Soccer,Premier III,XL,1.0,6110.030000000001,0.89,0.0,20-10-2024,Retail,Kolkata,2676.52,0.0
2648,Men,Running,React Infinity,L,0.0,3477.49,0.54,0.0,2025-03-06,Retail,Delhi,3487.39,0.0
2649,Women,Basketball,Kyrie Flytrap,L,0.0,6798.48,1.18,0.0,01-02-2025,Retail,Mumbai,2297.4,0.0
2650,Men,Lifestyle,Blazer Mid,Unknown,0.0,6110.030000000001,0.0,0.0,2023-08-14,Retail,Bangalore,3703.68,0.0
2651,Kids,Basketball,Air Jordan,L,1.0,6110.030000000001,0.0,0.0,2024-10-27,Online,Kolkata,-819.33,0.0
2652,Women,Basketball,Air Jordan,Unknown,2.0,6110.030000000001,1.08,0.0,10-04-2025,Online,Delhi,-240.8,0.0
2653,Men,Running,Pegasus Turbo,M,0.0,6178.85,1.04,0.0,10-12-2024,Online,Hyderabad,2550.88,0.0
2654,Kids,Soccer,Tiempo Legend,M,0.0,6110.030000000001,0.0,0.0,2024-07-21,Online,Bangalore,2933.02,0.0
2657,Kids,Running,Air Zoom,M,4.0,6110.030000000001,0.0,0.0,2025/04/07,Online,Delhi,494.45,0.0
2658,Women,Lifestyle,Dunk Low,L,1.0,6110.030000000001,0.0,0.0,2025-04-26,Online,Delhi,155.53,0.0
2659,Kids,Basketball,LeBron 20,M,0.0,9945.56,1.01,0.0,12-05-2025,Online,Hyderabad,-1116.54,0.0
2660,Men,Training,Flex Trainer,Unknown,0.0,6110.030000000001,0.0,0.0,01-11-2024,Retail,Pune,2519.25,0.0
2663,Kids,Training,Metcon 7,L,2.0,6110.030000000001,0.43,0.0,17-06-2025,Retail,Delhi,3174.81,0.0
2664,Kids,Running,Pegasus Turbo,L,2.0,9103.08,0.0,0.0,11-12-2024,Online,Mumbai,1726.8,0.0
2667,Women,Lifestyle,Air Force 1,XL,3.0,9367.66,0.0,0.0,2025/03/23,Online,Delhi,-623.95,0.0
2668,Women,Training,ZoomX Invincible,M,0.0,6110.030000000001,0.45,0.0,2024/12/20,Retail,Bangalore,3138.32,0.0
2027,Men,Soccer,Premier III,12,4.0,7204.01,0.0,0.0,2025-06-15,Retail,Delhi,3951.42,0.0
2671,Kids,Running,Air Zoom,XL,0.0,9264.49,0.0,0.0,26-06-2025,Retail,Pune,491.18,0.0
2672,Women,Lifestyle,Air Force 1,XL,2.0,6110.030000000001,0.0,0.0,2024/08/04,Online,Mumbai,67.58,0.0
2674,Women,Lifestyle,Waffle One,7,-1.0,4784.45,0.0,0.0,2025/01/25,Online,Pune,3357.12,0.0
2675,Women,Soccer,Premier III,12,3.0,6110.030000000001,0.0,0.0,04-04-2025,Online,Hyderabad,2731.71,0.0
2676,Men,Running,Air Zoom,10,0.0,6110.030000000001,0.0,0.0,2025/05/13,Online,Delhi,3932.36,0.0
2678,Kids,Running,Pegasus Turbo,Unknown,0.0,4240.24,1.21,0.0,06-11-2024,Retail,Pune,3483.11,0.0
2679,Men,Training,Flex Trainer,M,0.0,2758.08,0.04,0.0,2024-07-05,Online,Bangalore,2447.58,0.0
2680,Kids,Training,Metcon 7,Unknown,0.0,6110.030000000001,0.0,0.0,21-07-2025,Retail,Pune,1044.98,0.0
2682,Men,Basketball,LeBron 20,XL,4.0,6110.030000000001,0.41,0.0,28-08-2024,Retail,Pune,3614.76,0.0
2683,Kids,Lifestyle,Dunk Low,XL,1.0,6110.030000000001,0.0,0.0,12-06-2025,Online,Mumbai,1119.71,0.0
2684,Men,Lifestyle,Blazer Mid,L,0.0,6110.030000000001,0.73,0.0,11-04-2025,Retail,Mumbai,1556.61,0.0
2685,Kids,Lifestyle,Dunk Low,M,4.0,6110.030000000001,0.0,0.0,2025/05/22,Retail,Hyderabad,1377.72,0.0
2686,Women,Lifestyle,Blazer Mid,L,0.0,9585.39,1.03,0.0,2025/07/03,Retail,Hyderabad,761.26,0.0
2687,Women,Lifestyle,Waffle One,8,-1.0,2381.94,0.0,0.0,30-09-2024,Retail,Delhi,1457.93,0.0
2031,Women,Soccer,Phantom GT,L,0.0,6110.030000000001,0.0,0.0,2024-07-12,Online,Mumbai,3119.37,0.0
2689,Women,Basketball,LeBron 20,Unknown,0.0,5260.17,0.0,0.0,2025/01/28,Retail,Mumbai,1402.81,0.0
2690,Kids,Training,Metcon 7,6,0.0,6110.030000000001,0.0,0.0,2024/11/21,Online,Mumbai,1125.71,0.0
2692,Women,Training,Metcon 7,XL,0.0,6110.030000000001,0.47,0.0,2024-06-02,Online,Bangalore,2528.27,0.0
2693,Kids,Training,ZoomX Invincible,10,0.0,6110.030000000001,0.0,0.0,2025/05/11,Online,Bangalore,262.12,0.0
2694,Women,Training,Metcon 7,M,0.0,6110.030000000001,0.0,0.0,2024/07/25,Online,Hyderabad,-249.45,0.0
2695,Men,Basketball,Air Jordan,L,-1.0,6110.030000000001,0.0,0.0,12-10-2024,Online,Hyderabad,3234.28,0.0
2696,Women,Lifestyle,Blazer Mid,L,0.0,6110.030000000001,1.0,0.0,2024/11/22,Online,Mumbai,66.43,0.0
2697,Men,Basketball,Air Jordan,M,-1.0,6110.030000000001,0.09,0.0,2025/06/25,Online,Delhi,681.86,0.0
2699,Men,Lifestyle,Dunk Low,XL,0.0,6110.030000000001,0.0,0.0,2025/02/21,Online,Mumbai,1052.65,0.0
2700,Kids,Training,Metcon 7,XL,0.0,6110.030000000001,0.48,0.0,2025/07/11,Retail,Bangalore,1423.83,0.0
2701,Men,Training,SuperRep Go,XL,0.0,6110.030000000001,0.0,0.0,2024/11/29,Online,Delhi,2007.01,0.0
2702,Men,Basketball,Kyrie Flytrap,XL,0.0,6110.030000000001,0.0,0.0,2024/12/16,Online,Pune,687.32,0.0
2703,Kids,Running,Pegasus Turbo,L,0.0,5214.32,0.0,0.0,2025-06-24,Online,Kolkata,-637.13,0.0
2705,Men,Running,Pegasus Turbo,Unknown,0.0,6110.030000000001,0.0,0.0,2024-01-07,Retail,Pune,-37.88,0.0
2706,Women,Training,ZoomX Invincible,XL,0.0,6110.030000000001,0.0,0.0,08-05-2025,Retail,Kolkata,3153.1,0.0
2708,Kids,Basketball,Kyrie Flytrap,L,0.0,4523.72,0.0,0.0,2024/10/14,Online,Hyderabad,-237.9,0.0
2709,Kids,Running,Free RN,10,1.0,6302.98,0.48,3277.55,2025/03/08,Retail,Delhi,2835.93,3.27755
2712,Women,Running,Pegasus Turbo,XL,0.0,6110.030000000001,0.0,0.0,2024/07/22,Retail,Delhi,3024.11,0.0
2713,Men,Lifestyle,Air Force 1,L,1.0,7877.36,0.55,3544.81,2025/05/10,Retail,Kolkata,3663.49,3.54481
2026,Women,Running,Air Zoom,Unknown,0.0,2491.06,0.0,0.0,04-09-2024,Retail,Bangalore,1660.44,0.0
2715,Kids,Basketball,LeBron 20,L,0.0,6110.030000000001,1.07,0.0,2025-06-13,Online,Kolkata,-1164.37,0.0
2716,Kids,Training,SuperRep Go,M,0.0,4830.96,0.0,0.0,17-11-2024,Online,Pune,1344.73,0.0
2717,Men,Running,Free RN,M,0.0,9473.09,0.0,0.0,17-11-2024,Online,Delhi,3055.36,0.0
2719,Women,Training,Metcon 7,Unknown,0.0,4819.76,0.0,0.0,2024-03-22,Retail,Kolkata,2066.12,0.0
2721,Kids,Training,Flex Trainer,L,0.0,6110.030000000001,0.0,0.0,2023-11-11,Online,Bangalore,1275.23,0.0
2722,Women,Lifestyle,Dunk Low,L,0.0,6110.030000000001,0.09,0.0,2024/09/30,Online,Kolkata,818.65,0.0
2723,Women,Lifestyle,Dunk Low,XL,0.0,3403.54,0.0,0.0,2025/03/10,Online,Kolkata,221.41,0.0
2724,Women,Training,Flex Trainer,L,0.0,8007.22,0.0,0.0,2025-01-16,Online,Delhi,1190.2,0.0
2726,Women,Training,Flex Trainer,Unknown,0.0,6110.030000000001,0.48,0.0,2024/08/19,Retail,Pune,1392.27,0.0
2018,Kids,Soccer,Tiempo Legend,L,0.0,6110.030000000001,0.0,0.0,15-02-2025,Retail,Bangalore,-701.28,0.0
2729,Kids,Training,Flex Trainer,Unknown,0.0,6383.55,0.0,0.0,2025/04/29,Retail,Delhi,2079.06,0.0
2731,Kids,Lifestyle,Dunk Low,M,3.0,6110.030000000001,0.0,0.0,28-03-2025,Online,Kolkata,3961.27,0.0
2732,Women,Training,SuperRep Go,M,0.0,3402.8,0.0,0.0,2025-03-01,Online,Hyderabad,1045.5,0.0
2733,Women,Running,Free RN,L,0.0,6743.38,0.0,0.0,2024-11-22,Online,Pune,1908.63,0.0
2734,Women,Soccer,Tiempo Legend,Unknown,-1.0,6110.030000000001,0.0,0.0,2025/07/10,Online,Bangalore,1229.08,0.0
2735,Kids,Running,Free RN,XL,0.0,6110.030000000001,0.0,0.0,2024/08/05,Online,Kolkata,928.63,0.0
2736,Men,Soccer,Tiempo Legend,Unknown,0.0,6110.030000000001,0.49,0.0,2025-02-22,Retail,Delhi,3042.49,0.0
2737,Kids,Basketball,Kyrie Flytrap,XL,0.0,6110.030000000001,0.0,0.0,2024/09/10,Retail,Mumbai,144.37,0.0
2738,Women,Training,ZoomX Invincible,M,3.0,6110.030000000001,0.39,0.0,2025-05-11,Retail,Pune,-712.53,0.0
2739,Kids,Running,Free RN,L,2.0,6110.030000000001,0.26,0.0,2025/02/04,Online,Kolkata,2350.69,0.0
2741,Women,Training,SuperRep Go,L,0.0,5241.9,0.0,0.0,2025-01-15,Online,Hyderabad,-295.49,0.0
2742,Kids,Lifestyle,Blazer Mid,XL,0.0,7063.25,0.0,0.0,2024/11/14,Online,Mumbai,3746.48,0.0
2003,Women,Training,ZoomX Invincible,XL,4.0,7850.87,1.02,-628.07,2025/04/01,Online,Kolkata,992.14,-0.62807
2745,Men,Soccer,Phantom GT,XL,-1.0,6110.030000000001,0.94,0.0,2024/12/31,Retail,Hyderabad,501.65,0.0
2746,Women,Basketball,Air Jordan,L,-1.0,9795.69,0.0,0.0,21-09-2024,Online,Mumbai,1044.46,0.0
2748,Men,Basketball,Kyrie Flytrap,XL,0.0,6110.030000000001,0.05,0.0,14-08-2024,Retail,Pune,1010.96,0.0
2028,Kids,Training,ZoomX Invincible,Unknown,0.0,5474.79,0.0,0.0,2025/03/01,Online,Pune,-682.62,0.0
2751,Men,Basketball,Air Jordan,XL,0.0,4776.83,0.0,0.0,2025/03/09,Retail,Delhi,2857.99,0.0
2752,Kids,Lifestyle,Waffle One,Unknown,0.0,6110.030000000001,0.0,0.0,2025/02/23,Retail,Pune,341.26,0.0
2753,Men,Running,Pegasus Turbo,L,0.0,6110.030000000001,0.0,0.0,2024/12/02,Retail,Kolkata,-364.23,0.0
2754,Kids,Training,ZoomX Invincible,XL,1.0,6110.030000000001,0.0,0.0,2025-01-03,Online,Kolkata,3565.12,0.0
2755,Men,Running,React Infinity,M,3.0,8574.0,0.0,0.0,24-12-2024,Online,Bangalore,161.95,0.0
2756,Women,Lifestyle,Waffle One,Unknown,0.0,8510.85,1.11,0.0,2023-09-21,Retail,Bangalore,1491.91,0.0
2757,Men,Soccer,Phantom GT,Unknown,0.0,3101.14,0.0,0.0,2025/05/21,Online,Hyderabad,-271.85,0.0
2759,Kids,Soccer,Premier III,Unknown,0.0,6110.030000000001,0.0,0.0,2024-01-26,Retail,Delhi,1822.72,0.0
2760,Men,Training,SuperRep Go,7,0.0,6110.030000000001,0.0,0.0,2025/05/28,Online,Mumbai,1496.19,0.0
2763,Women,Soccer,Phantom GT,10,4.0,3328.58,0.0,0.0,2024/07/31,Online,Pune,-763.34,0.0
2764,Kids,Lifestyle,Blazer Mid,Unknown,0.0,7776.94,0.0,0.0,2025/03/17,Retail,Kolkata,-532.24,0.0
2765,Women,Soccer,Premier III,M,0.0,6370.84,0.0,0.0,2025/06/24,Online,Mumbai,1609.7,0.0
2766,Women,Lifestyle,Dunk Low,Unknown,-1.0,2609.07,0.0,0.0,2024/12/23,Retail,Mumbai,-265.27,0.0
2767,Kids,Basketball,Zoom Freak,L,0.0,6887.39,0.0,0.0,2025/07/21,Online,Delhi,1562.76,0.0
2768,Men,Basketball,LeBron 20,Unknown,0.0,6110.030000000001,0.0,0.0,2025/01/03,Online,Pune,3525.96,0.0
2050,Men,Basketball,LeBron 20,Unknown,0.0,8335.48,0.57,0.0,2025/06/30,Retail,Mumbai,832.37,0.0
2770,Men,Soccer,Tiempo Legend,9,0.0,6110.030000000001,0.7,0.0,22-08-2024,Online,Kolkata,-1095.12,0.0
2771,Men,Running,Pegasus Turbo,M,0.0,5222.92,0.0,0.0,2025-05-26,Online,Delhi,1804.67,0.0
2772,Kids,Basketball,Zoom Freak,12,0.0,6110.030000000001,0.0,0.0,04-01-2025,Online,Pune,2332.29,0.0
2773,Women,Training,ZoomX Invincible,M,1.0,5045.62,1.21,-1059.58,02-04-2025,Online,Hyderabad,1191.02,-1.05958
2776,Men,Training,Flex Trainer,L,0.0,6110.030000000001,0.0,0.0,2025-03-17,Retail,Mumbai,1143.68,0.0
2778,Kids,Soccer,Phantom GT,11,0.0,4462.26,0.0,0.0,2025/06/20,Online,Hyderabad,1006.73,0.0
2779,Kids,Basketball,Kyrie Flytrap,Unknown,0.0,6110.030000000001,0.09,0.0,2024-12-06,Online,Bangalore,-187.36,0.0
2781,Men,Training,Metcon 7,12,1.0,6546.59,0.68,2094.91,2023-09-03,Retail,Bangalore,1504.31,2.09491
2783,Women,Running,React Infinity,Unknown,0.0,6110.030000000001,0.36,0.0,08-09-2024,Retail,Pune,134.95,0.0
2784,Women,Basketball,Kyrie Flytrap,M,0.0,6110.030000000001,0.0,0.0,2025/01/28,Online,Pune,2982.03,0.0
2785,Women,Lifestyle,Blazer Mid,L,2.0,6110.030000000001,0.0,0.0,20-10-2024,Retail,Hyderabad,-834.71,0.0
2786,Women,Lifestyle,Blazer Mid,9,0.0,6110.030000000001,0.59,0.0,20-10-2024,Online,Hyderabad,3872.35,0.0
2787,Kids,Training,Metcon 7,12,3.0,3440.88,0.0,0.0,2024/08/31,Online,Pune,22.93,0.0
2788,Women,Soccer,Mercurial Superfly,M,0.0,7478.84,0.0,0.0,2024-01-04,Retail,Hyderabad,-18.4,0.0
2789,Kids,Lifestyle,Dunk Low,M,0.0,6110.030000000001,0.0,0.0,2024-01-15,Retail,Kolkata,1756.75,0.0
2790,Kids,Running,React Infinity,XL,0.0,6110.030000000001,0.0,0.0,17-08-2024,Retail,Delhi,2554.82,0.0
2791,Kids,Training,Metcon 7,M,0.0,6110.030000000001,0.0,0.0,2024-05-29,Retail,Delhi,1194.43,0.0
2792,Kids,Lifestyle,Waffle One,L,-1.0,4338.16,0.0,0.0,08-05-2025,Online,Kolkata,-328.05,0.0
2793,Men,Running,Pegasus Turbo,XL,0.0,6110.030000000001,0.0,0.0,2024/10/12,Retail,Bangalore,922.24,0.0
2796,Men,Lifestyle,Dunk Low,12,-1.0,2849.49,0.0,0.0,2023-11-08,Retail,Mumbai,2597.58,0.0
2797,Women,Lifestyle,Dunk Low,Unknown,0.0,2162.29,0.0,0.0,2025-03-30,Retail,Delhi,3158.47,0.0
2799,Kids,Training,SuperRep Go,Unknown,3.0,2359.47,0.54,3256.07,08-07-2025,Online,Mumbai,3165.65,3.2560700000000002
2800,Women,Running,React Infinity,6,0.0,8737.08,0.9,0.0,13-03-2025,Online,Delhi,1737.0,0.0
2801,Women,Running,React Infinity,8,2.0,6110.030000000001,0.0,0.0,2024-02-13,Retail,Mumbai,2966.12,0.0
2802,Men,Running,Free RN,L,3.0,6110.030000000001,0.0,0.0,2024-01-19,Online,Kolkata,-231.73,0.0
2803,Women,Soccer,Mercurial Superfly,XL,0.0,6110.030000000001,0.0,0.0,2023-11-02,Online,Hyderabad,83.11,0.0
2805,Women,Running,Pegasus Turbo,L,-1.0,6110.030000000001,0.82,0.0,2023-08-28,Online,Pune,2037.76,0.0
2806,Kids,Basketball,Kyrie Flytrap,7,3.0,4466.78,0.0,0.0,2024-02-10,Online,Bangalore,2407.08,0.0
2807,Kids,Training,ZoomX Invincible,L,2.0,6110.030000000001,0.0,0.0,01-10-2024,Online,Hyderabad,875.36,0.0
2811,Men,Basketball,Zoom Freak,8,3.0,9153.02,0.0,0.0,24-01-2025,Retail,Bangalore,-77.61,0.0
2812,Men,Basketball,LeBron 20,Unknown,2.0,9507.39,0.01,18824.63,08-08-2024,Online,Kolkata,2570.01,18.824630000000003
2814,Kids,Running,React Infinity,M,0.0,6110.030000000001,0.0,0.0,2024/10/07,Online,Delhi,1702.06,0.0
2816,Men,Basketball,LeBron 20,M,3.0,5983.35,0.0,0.0,22-01-2025,Retail,Hyderabad,916.13,0.0
2032,Women,Soccer,Mercurial Superfly,10,2.0,6110.030000000001,0.96,0.0,16-10-2024,Online,Kolkata,-596.41,0.0
2818,Kids,Soccer,Premier III,Unknown,-1.0,6110.030000000001,0.0,0.0,2025/05/08,Retail,Pune,-797.91,0.0
2819,Kids,Soccer,Premier III,9,0.0,7645.41,0.0,0.0,2025-01-20,Retail,Bangalore,593.62,0.0
2820,Women,Lifestyle,Blazer Mid,M,4.0,8659.15,0.0,0.0,2024/08/05,Online,Mumbai,2078.39,0.0
2821,Kids,Lifestyle,Air Force 1,Unknown,0.0,3360.35,0.0,0.0,2025/04/08,Online,Delhi,2991.25,0.0
2822,Women,Lifestyle,Blazer Mid,11,0.0,8314.34,0.0,0.0,10-07-2025,Retail,Bangalore,-1145.98,0.0
2823,Men,Soccer,Mercurial Superfly,L,1.0,6110.030000000001,0.0,0.0,27-07-2024,Retail,Mumbai,-1125.91,0.0
2824,Men,Basketball,Air Jordan,L,4.0,5123.35,0.0,0.0,2024/11/02,Online,Mumbai,1620.37,0.0
2827,Men,Basketball,Air Jordan,L,0.0,4278.28,1.17,0.0,2025/01/27,Retail,Hyderabad,860.32,0.0
2828,Women,Training,ZoomX Invincible,XL,0.0,2095.0,0.0,0.0,05-09-2024,Online,Hyderabad,-831.4,0.0
2829,Men,Basketball,LeBron 20,XL,0.0,6110.030000000001,0.0,0.0,2024-07-17,Online,Kolkata,2539.92,0.0
2831,Women,Training,SuperRep Go,7,4.0,6110.030000000001,0.0,0.0,2024/11/10,Online,Mumbai,3134.87,0.0
2832,Kids,Basketball,Kyrie Flytrap,Unknown,0.0,6110.030000000001,0.15,0.0,2024-05-17,Retail,Hyderabad,752.0,0.0
2833,Women,Training,Flex Trainer,XL,4.0,2224.9,0.0,0.0,2025/01/19,Online,Pune,-16.04,0.0
2834,Kids,Training,Flex Trainer,M,-1.0,9544.08,0.0,0.0,2024-09-05,Retail,Kolkata,575.58,0.0
2835,Women,Lifestyle,Air Force 1,Unknown,0.0,9240.64,0.63,0.0,2024-10-07,Retail,Pune,1873.76,0.0
2836,Men,Basketball,Kyrie Flytrap,L,0.0,9098.9,0.75,0.0,2025-07-22,Retail,Delhi,2729.87,0.0
2838,Women,Basketball,Air Jordan,XL,4.0,8605.73,0.0,0.0,08-01-2025,Retail,Pune,-990.99,0.0
2839,Men,Lifestyle,Waffle One,6,0.0,6110.030000000001,0.0,0.0,03-03-2025,Online,Hyderabad,2992.52,0.0
2050,Women,Lifestyle,Blazer Mid,L,-1.0,6110.030000000001,0.0,0.0,2024-11-28,Online,Kolkata,3407.87,0.0
2842,Women,Soccer,Phantom GT,M,-1.0,6110.030000000001,0.0,0.0,2025-01-19,Online,Bangalore,-1193.98,0.0
2843,Men,Training,SuperRep Go,12,0.0,6110.030000000001,0.0,0.0,25-04-2025,Online,Mumbai,3574.05,0.0
2845,Men,Training,ZoomX Invincible,Unknown,0.0,6110.030000000001,0.0,0.0,2023-10-31,Retail,Pune,40.98,0.0
2846,Kids,Training,ZoomX Invincible,L,0.0,2932.99,0.0,0.0,2024/10/29,Online,Pune,-543.26,0.0
2847,Men,Training,Metcon 7,XL,0.0,6110.030000000001,0.16,0.0,16-11-2024,Online,Bangalore,3988.85,0.0
2848,Kids,Running,Free RN,8,0.0,9476.8,0.03,0.0,2024/08/14,Online,Hyderabad,-350.03,0.0
2008,Men,Running,Air Zoom,XL,0.0,6110.030000000001,0.0,0.0,2024-07-25,Retail,Mumbai,-639.42,0.0
2850,Kids,Lifestyle,Waffle One,XL,2.0,6110.030000000001,0.0,0.0,2024-11-10,Retail,Pune,458.86,0.0
2851,Kids,Lifestyle,Blazer Mid,XL,0.0,2241.11,0.0,0.0,2024-12-28,Online,Mumbai,1243.95,0.0
2853,Women,Basketball,Kyrie Flytrap,XL,0.0,6110.030000000001,0.0,0.0,2025/02/06,Retail,Hyderabad,3841.05,0.0
2854,Women,Basketball,LeBron 20,Unknown,-1.0,6110.030000000001,0.98,0.0,2023-11-07,Online,Pune,1103.35,0.0
2855,Kids,Basketball,Air Jordan,Unknown,0.0,2809.8,0.0,0.0,20-04-2025,Online,Mumbai,-425.73,0.0
2856,Kids,Basketball,Kyrie Flytrap,M,0.0,6110.030000000001,1.14,0.0,2023-10-12,Online,Kolkata,3137.85,0.0
2857,Women,Running,React Infinity,10,0.0,4105.44,0.73,0.0,25-08-2024,Online,Kolkata,3197.09,0.0
2858,Kids,Lifestyle,Air Force 1,Unknown,0.0,6110.030000000001,0.6,0.0,2024/10/26,Retail,Pune,2847.01,0.0
2860,Kids,Lifestyle,Air Force 1,XL,-1.0,7568.04,0.0,0.0,2025/04/07,Retail,Hyderabad,1365.3,0.0
2861,Kids,Training,ZoomX Invincible,XL,0.0,6110.030000000001,0.0,0.0,2025/04/20,Online,Pune,650.99,0.0
2862,Kids,Soccer,Phantom GT,9,4.0,7940.29,1.02,-635.22,11-11-2024,Retail,Delhi,1803.25,-0.63522
2863,Women,Training,Metcon 7,6,0.0,8609.77,0.0,0.0,2024-11-23,Retail,Pune,-711.07,0.0
2864,Kids,Soccer,Tiempo Legend,Unknown,-1.0,6445.79,0.45,-3545.18,2025/03/23,Online,Bangalore,1534.89,-3.5451799999999998
2865,Women,Soccer,Phantom GT,Unknown,1.0,6110.030000000001,0.71,0.0,2024/12/16,Retail,Kolkata,-94.06,0.0
2866,Kids,Training,SuperRep Go,11,2.0,6110.030000000001,0.0,0.0,09-01-2025,Online,Pune,273.28,0.0
